1, none, minecraft:the_void, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
7436, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7437, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7438, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7439, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7440, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7441, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7442, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7443, savanna, biomesoplenty:dryland, MONSTER, minecraft:spider, 80, 4, 4
7444, savanna, biomesoplenty:dryland, MONSTER, minecraft:zombie, 80, 4, 4
7445, savanna, biomesoplenty:dryland, MONSTER, minecraft:zombie_villager, 10, 1, 1
7446, savanna, biomesoplenty:dryland, MONSTER, minecraft:skeleton, 80, 4, 4
7447, savanna, biomesoplenty:dryland, MONSTER, minecraft:creeper, 80, 4, 4
7448, savanna, biomesoplenty:dryland, MONSTER, minecraft:slime, 80, 4, 4
7449, savanna, biomesoplenty:dryland, MONSTER, minecraft:enderman, 5, 1, 4
7450, savanna, biomesoplenty:dryland, MONSTER, minecraft:witch, 5, 1, 1
7451, savanna, biomesoplenty:dryland, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
7452, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
7453, savanna, biomesoplenty:dryland, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
7454, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
7455, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
7456, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
7457, savanna, biomesoplenty:dryland, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
7458, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
7459, savanna, biomesoplenty:dryland, MONSTER, burning_man:burning_man, 10, 1, 1
7460, savanna, biomesoplenty:dryland, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
7461, savanna, biomesoplenty:dryland, MONSTER, boh:michael_davies, 20, 4, 4
7462, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
7463, savanna, biomesoplenty:dryland, MONSTER, graveyard:nightmare, 10, 1, 1
7464, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
7465, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
7466, savanna, biomesoplenty:dryland, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
7467, savanna, biomesoplenty:dryland, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
7468, savanna, biomesoplenty:dryland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7469, savanna, biomesoplenty:dryland, MONSTER, alexsmobs:guster, 35, 1, 2
7470, savanna, biomesoplenty:dryland, MONSTER, alexsmobs:farseer, 30, 1, 1
7471, savanna, biomesoplenty:dryland, MONSTER, alexsmobs:murmur, 10, 1, 1
7472, savanna, biomesoplenty:dryland, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
7473, savanna, biomesoplenty:dryland, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
7474, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
7475, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
7476, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:invisible_static, 10, 1, 1
7477, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
7478, savanna, biomesoplenty:dryland, MONSTER, tr_slender:slenderman, 25, 1, 1
7479, savanna, biomesoplenty:dryland, MONSTER, antlers:wendigo, 20, 1, 1
7480, savanna, biomesoplenty:dryland, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
7481, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
7482, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
7483, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
7484, savanna, biomesoplenty:dryland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
7485, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
7486, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
7487, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
7488, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
7489, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
7490, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
7491, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
7492, savanna, biomesoplenty:dryland, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
7493, savanna, biomesoplenty:dryland, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
7494, savanna, biomesoplenty:dryland, MONSTER, red_sea_object:scp_093, 10, 1, 1
7495, savanna, biomesoplenty:dryland, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
7496, savanna, biomesoplenty:dryland, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
7497, savanna, biomesoplenty:dryland, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
7498, savanna, biomesoplenty:dryland, MONSTER, shy_guy:shy_guy, 10, 1, 1
7499, savanna, biomesoplenty:dryland, MONSTER, builder_bear:builder_bear, 10, 1, 1
7500, savanna, biomesoplenty:dryland, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
7501, savanna, biomesoplenty:dryland, MONSTER, erics_toy:erics_toy, 10, 1, 1
7502, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
7503, savanna, biomesoplenty:dryland, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
7504, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
7505, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
7506, savanna, biomesoplenty:dryland, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
7507, savanna, biomesoplenty:dryland, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
7508, savanna, biomesoplenty:dryland, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
7509, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
7510, savanna, biomesoplenty:dryland, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
7511, savanna, biomesoplenty:dryland, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
7512, savanna, biomesoplenty:dryland, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
7513, savanna, biomesoplenty:dryland, CREATURE, minecraft:chicken, 10, 4, 4
7514, savanna, biomesoplenty:dryland, CREATURE, minecraft:cow, 10, 4, 4
7515, savanna, biomesoplenty:dryland, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
7516, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:roadrunner, 10, 2, 2
7517, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:gazelle, 40, 7, 7
7518, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
7519, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:elephant, 30, 3, 5
7520, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:emu, 20, 2, 5
7521, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:kangaroo, 25, 3, 5
7522, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
7523, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
7524, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
7525, savanna, biomesoplenty:dryland, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
7526, savanna, biomesoplenty:dryland, AMBIENT, minecraft:bat, 10, 8, 8
7527, savanna, biomesoplenty:dryland, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
7528, savanna, biomesoplenty:dryland, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
7529, savanna, biomesoplenty:dryland, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
7530, savanna, biomesoplenty:dryland, AMBIENT, alexsmobs:fly, 10, 2, 3
7531, savanna, biomesoplenty:dryland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7532, savanna, biomesoplenty:dryland, AMBIENT, alexsmobs:jerboa, 12, 1, 3
7533, savanna, biomesoplenty:dryland, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
7534, savanna, biomesoplenty:dryland, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
7535, savanna, biomesoplenty:dryland, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
7536, savanna, biomesoplenty:dryland, AMBIENT, midnightlurker:void_hands, 10, 1, 1
7537, savanna, biomesoplenty:dryland, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
7538, savanna, biomesoplenty:dryland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7539, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
7540, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
7541, savanna, biomesoplenty:dryland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7542, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
7543, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
7544, beach, biomesoplenty:dune_beach, MONSTER, minecraft:spider, 80, 4, 4
7545, beach, biomesoplenty:dune_beach, MONSTER, minecraft:zombie, 80, 4, 4
7546, beach, biomesoplenty:dune_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
7547, beach, biomesoplenty:dune_beach, MONSTER, minecraft:skeleton, 80, 4, 4
7548, beach, biomesoplenty:dune_beach, MONSTER, minecraft:creeper, 80, 4, 4
7549, beach, biomesoplenty:dune_beach, MONSTER, minecraft:slime, 80, 4, 4
7550, beach, biomesoplenty:dune_beach, MONSTER, minecraft:enderman, 5, 1, 4
7551, beach, biomesoplenty:dune_beach, MONSTER, minecraft:witch, 5, 1, 1
7552, beach, biomesoplenty:dune_beach, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
7553, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
7554, beach, biomesoplenty:dune_beach, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
7555, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
7556, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
7557, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
7558, beach, biomesoplenty:dune_beach, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
7559, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
7560, beach, biomesoplenty:dune_beach, MONSTER, burning_man:burning_man, 10, 1, 1
7561, beach, biomesoplenty:dune_beach, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
7562, beach, biomesoplenty:dune_beach, MONSTER, boh:michael_davies, 20, 4, 4
7563, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
7564, beach, biomesoplenty:dune_beach, MONSTER, graveyard:nightmare, 10, 1, 1
7565, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
7566, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
7567, beach, biomesoplenty:dune_beach, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
7568, beach, biomesoplenty:dune_beach, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
7569, beach, biomesoplenty:dune_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7570, beach, biomesoplenty:dune_beach, MONSTER, alexsmobs:farseer, 30, 1, 1
7571, beach, biomesoplenty:dune_beach, MONSTER, alexsmobs:murmur, 10, 1, 1
7572, beach, biomesoplenty:dune_beach, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
7573, beach, biomesoplenty:dune_beach, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
7574, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
7575, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
7576, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:invisible_static, 10, 1, 1
7577, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
7578, beach, biomesoplenty:dune_beach, MONSTER, tr_slender:slenderman, 25, 1, 1
7579, beach, biomesoplenty:dune_beach, MONSTER, antlers:wendigo, 20, 1, 1
7580, beach, biomesoplenty:dune_beach, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
7581, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
7582, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
7583, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
7584, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
7585, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
7586, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
7587, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
7588, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
7589, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
7590, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
7591, beach, biomesoplenty:dune_beach, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
7592, beach, biomesoplenty:dune_beach, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
7593, beach, biomesoplenty:dune_beach, MONSTER, red_sea_object:scp_093, 10, 1, 1
7594, beach, biomesoplenty:dune_beach, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
7595, beach, biomesoplenty:dune_beach, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
7596, beach, biomesoplenty:dune_beach, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
7597, beach, biomesoplenty:dune_beach, MONSTER, shy_guy:shy_guy, 10, 1, 1
7598, beach, biomesoplenty:dune_beach, MONSTER, builder_bear:builder_bear, 10, 1, 1
7599, beach, biomesoplenty:dune_beach, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
7600, beach, biomesoplenty:dune_beach, MONSTER, erics_toy:erics_toy, 10, 1, 1
7601, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
7602, beach, biomesoplenty:dune_beach, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
7603, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
7604, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
7605, beach, biomesoplenty:dune_beach, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
7606, beach, biomesoplenty:dune_beach, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
7607, beach, biomesoplenty:dune_beach, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
7608, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
7609, beach, biomesoplenty:dune_beach, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
7610, beach, biomesoplenty:dune_beach, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
7611, beach, biomesoplenty:dune_beach, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
7612, beach, biomesoplenty:dune_beach, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
7613, beach, biomesoplenty:dune_beach, CREATURE, alexsmobs:seal, 20, 3, 8
7614, beach, biomesoplenty:dune_beach, CREATURE, alexsmobs:seagull, 21, 3, 6
7615, beach, biomesoplenty:dune_beach, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
7616, beach, biomesoplenty:dune_beach, AMBIENT, minecraft:bat, 10, 8, 8
7617, beach, biomesoplenty:dune_beach, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
7618, beach, biomesoplenty:dune_beach, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
7619, beach, biomesoplenty:dune_beach, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
7620, beach, biomesoplenty:dune_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
7621, beach, biomesoplenty:dune_beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7622, beach, biomesoplenty:dune_beach, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
7623, beach, biomesoplenty:dune_beach, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
7624, beach, biomesoplenty:dune_beach, AMBIENT, midnightlurker:void_hands, 10, 1, 1
7625, beach, biomesoplenty:dune_beach, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
7626, beach, biomesoplenty:dune_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7627, beach, biomesoplenty:dune_beach, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
7628, beach, biomesoplenty:dune_beach, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
7629, beach, biomesoplenty:dune_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
7630, beach, biomesoplenty:dune_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7631, beach, biomesoplenty:dune_beach, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
7632, beach, biomesoplenty:dune_beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
7633, beach, biomesoplenty:dune_beach, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
7634, taiga, biomesoplenty:field, MONSTER, minecraft:spider, 80, 4, 4
7635, taiga, biomesoplenty:field, MONSTER, minecraft:zombie, 80, 4, 4
7636, taiga, biomesoplenty:field, MONSTER, minecraft:zombie_villager, 10, 1, 1
7637, taiga, biomesoplenty:field, MONSTER, minecraft:skeleton, 80, 4, 4
7638, taiga, biomesoplenty:field, MONSTER, minecraft:creeper, 80, 4, 4
7639, taiga, biomesoplenty:field, MONSTER, minecraft:slime, 80, 4, 4
7640, taiga, biomesoplenty:field, MONSTER, minecraft:enderman, 5, 1, 4
7641, taiga, biomesoplenty:field, MONSTER, minecraft:witch, 5, 1, 1
7642, taiga, biomesoplenty:field, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
7643, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
7644, taiga, biomesoplenty:field, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
7645, taiga, biomesoplenty:field, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
7646, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
7647, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
7648, taiga, biomesoplenty:field, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
7649, taiga, biomesoplenty:field, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
7650, taiga, biomesoplenty:field, MONSTER, burning_man:burning_man, 10, 1, 1
7651, taiga, biomesoplenty:field, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
7652, taiga, biomesoplenty:field, MONSTER, boh:michael_davies, 20, 4, 4
7653, taiga, biomesoplenty:field, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
7654, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
7655, taiga, biomesoplenty:field, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
7656, taiga, biomesoplenty:field, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
7657, taiga, biomesoplenty:field, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
7658, taiga, biomesoplenty:field, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7659, taiga, biomesoplenty:field, MONSTER, alexsmobs:farseer, 30, 1, 1
7660, taiga, biomesoplenty:field, MONSTER, alexsmobs:murmur, 10, 1, 1
7661, taiga, biomesoplenty:field, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
7662, taiga, biomesoplenty:field, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
7663, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
7664, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
7665, taiga, biomesoplenty:field, MONSTER, midnightlurker:invisible_static, 10, 1, 1
7666, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
7667, taiga, biomesoplenty:field, MONSTER, tr_slender:slenderman, 25, 1, 1
7668, taiga, biomesoplenty:field, MONSTER, antlers:wendigo, 20, 1, 1
7669, taiga, biomesoplenty:field, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
7670, taiga, biomesoplenty:field, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
7671, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
7672, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
7673, taiga, biomesoplenty:field, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
7674, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
7675, taiga, biomesoplenty:field, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
7676, taiga, biomesoplenty:field, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
7677, taiga, biomesoplenty:field, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
7678, taiga, biomesoplenty:field, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
